#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVT_MNM_20015_TT;You picked the wrong neighbor, my friends...;Il semble que vous ayez choisi le mauvais voisin...;Ihr habt euch die falschen Nachbarn ausgesucht, meine Freunde ...;;Escogisteis a la persona equivocada...;;;;;;;;;x
EVTDESC_MNM_7113_VIOLENT;With a group of handpicked faithful [Root.GetReligionWarriorPlural] I have entered the hallowed grounds of the [desecration_holder.GetHouseOfWorship] in [dw_desecration_target.GetName]. However as soon as I step inside the doors a [desecration_holder.Religion.GetPriestTitle] throws [desecration_holder.GetHerHim]self at our feet begging us in the name of [desecration_holder.Religion.GetHighGodName] to show mercy and swears to not utter a word of our presence.;Avec un groupe de fidèles [Root.GetReligionWarriorPlural] expérimentés, j'ai foulé la terre sacrée à l'intérieur [desecration_holder.GetHouseOfWorshipDuDela] de [dw_desecration_target.GetName]. Cependant, dès que je franchis le seuil de la porte, un [desecration_holder.Religion.GetPriestTitle] se jette à nos pieds en nous suppliant au nom [desecration_holder.Get_du_HighGod] de nous montrer miséricordieux et jurant de ne pas souffler mot de notre présence.;Mit einer Gruppe handverlesener gläubiger [Root.GetReligionWarriorPlural] habe ich den heiligen Boden des Gotteshauses in [dw_desecration_target.GetName] betreten. Sobald ich jedoch durch die Tür schreite, wirft sich mir ein[desecration_holder.Get_E] [desecration_holder.GetPriestTitle] vor die Füße, fleht uns im Namen von [desecration_holder.GetHighGodNameCap] an gnädig zu sein und schwört, kein Wort über unsere Anwesenheit zu verlieren.;;Me he infiltrado entre los muros sagrados del templo de [dw_desecration_target.GetName] con un grupo de [Root.GetReligionWarriorPlural] de confianza. En cuanto hemos llegado, un[desecration_holder.GetXA] [desecration_holder.GetPriestTitle] se ha tirado a nuestros pies implorando piedad en nombre de [desecration_holder.GetHighGodNameCap]. Ha prometido que no dirá ni una palabra de nuestra incursión.;;;;;;;;;x
EVTDESC_MNM_7113_VIOLENT_HOLDER;As I and my cadre of faithful [Root.GetReligionWarriorPlural] enter the [desecration_holder.GetHouseOfWorship] of [dw_desecration_target.GetName] I find no-one other than [desecration_holder.GetTitledFirstName] in the main chapel.;Alors que nous entrons, moi et mes fidèles [Root.GetReligionWarriorPlural], à l'intérieur [desecration_holder.GetHouseOfWorshipDuDela] de [dw_desecration_target.GetName], je ne rencontre personne d'autre que [desecration_holder.Get_le_TitledFirstName] dans la pièce principale.;Als ich und eine Gruppe gläubiger [Root.GetReligionWarriorPlural] das Gotteshaus von [dw_desecration_target.GetName] betreten, stoße ich in der Hauptkapelle auf niemand anderen als [desecration_holder.GetTitledFirstName].;;En cuanto mi cuadro de leales [Root.GetReligionWarriorPlural] y yo hemos entrado en el templo de [dw_desecration_target.GetName] nos hemos topado con [desecration_holder.GetTitledFirstName] en la capilla principal.;;;;;;;;;x
EVTDESC_MNM_7114;As my [Root.GetReligionWarriorPlural] approach the [desecration_holder.Religion.GetPriestTitle] they call out for help and grab a nearby candelabra. Within short notice a small group of priests come rushing into the room and a melee breaks out around me.;Alors que mes [Root.GetReligionWarriorPlural] approchent le [desecration_holder.Religion.GetPriestTitle], il appelle à l'aide et saisit un candélabre à proximité. Après un court instant, un petit groupe de prêtres se précipitent dans la pièce et une mêlée éclate autour de moi.;Als meine [Root.GetReligionWarriorPlural] sich dem/der [desecration_holder.Religion.GetPriestTitle] nähern, ruft diese[desecration_holder.GetrMale] um Hilfe und greift nach einem Kerzenständer. Kurz darauf strömt eine kleine Gruppe von Priestern in den Raum und um mich herum bricht ein Handgemenge aus.;;Los [Root.GetReligionWarriorPlural] se acercan al/a la [desecration_holder.Religion.GetPriestTitle], que pide ayuda a gritos y agarra un candelabro. Segundos más tarde, un grupo de sacerdotes irrumpe en la habitación y estalla una pelea a mi alrededor.;;;;;;;;;x
EVTDESC_MNM_7114_HOLDER;As my [Root.GetReligionWarriorPlural] approach [desecration_holder.GetTitledFirstName] [desecration_holder.GetSheHe] calls out for help and grabs a nearby candelabra. Within short notice a small group of their comrades come rushing into the room and a melee breaks out around us.;Alors que mes [Root.GetReligionWarriorPlural] approchent [desecration_holder.Get_le_TitledFirstName], [desecration_holder.GetIlElle] appelle à l'aide et saisit un candélabre à proximité. Après un court instant, un petit groupe de personnes se précipitent dans la pièce et une mêlée éclate autour de moi.;Als meine [Root.GetReligionWarriorPlural] sich [desecration_holder.GetTitledFirstName] nähern, ruft [desecration_holder.GetSheHe] um Hilfe und greift nach einem Kerzenständer. Kurz darauf strömt eine kleine Gruppe [desecration_holder.GetHerHis]er Gefährten in den Raum und um mich herum bricht ein Handgemenge aus.;;Los [Root.GetReligionWarriorPlural] se acercan a [desecration_holder.GetTitledFirstName], que pide ayuda a gritos y agarra un candelabro. Segundos más tarde, sus camaradas irrumpen en la habitación y estalla una pelea a mi alrededor.;;;;;;;;;x
EVTDESC_MNM_7116_POOR;Navigating our way through the small [desecration_holder.GetHouseOfWorship] I and my companions have entered the small room that goes for the inner sanctum. The room contains the sparsest possible honorings to [desecration_holder.Religion.GetHighGodName] and a scant few decorative idols and relics. The state of this place shows clearly the superiority of our cause!;Poursuivant notre chemin à l'intérieur [desecration_holder.GetHouseOfWorshipDuDela] de taille modeste, moi et mes compagnons entrons dans la petite pièce qui mène au sanctuaire. Elle contient quelques objets honorant [desecration_holder.Get_le_HighGod] et quelques petites idoles décoratives et des reliques. L'état de ce lieu démontre clairement la supériorité de notre cause !;Auf dem Weg durch das kleine Gotteshaus betreten meine Gefährten und ich einen kleinen Raum: das innere Heiligtum. Der Raum enthält nur die nötigsten Objekte zur Huldigung von [desecration_holder.GetHighGodNameCap] sowie eine Handvoll ornamentaler Götzen und Relikte. Der Zustand dieses Orts unterstreicht die Notwendigkeit unserer Mission!;;Exploramos el pequeño templo y llegamos hasta una pequeña estancia que conduce al sanctasanctórum. La habitación contiene imágenes muy austeras en honor a [desecration_holder.GetHighGodNameCap] y unas pocas reliquias y estatuas decorativas. El estado de este lugar no deja dudas de que nuestra causa es superior.;;;;;;;;;x
EVTDESC_MNM_7116_RICH;Making our way through the [desecration_holder.GetHouseOfWorship] I and my companions enter the inner sanctum with its relics and religious idols. A small treasure in both the spiritual and material worlds lies before us. Such a rich and holy place will be most fitting for our dark deeds.;Nous frayant un chemin à l'intérieur [desecration_holder.GetHouseOfWorshipDuDela], moi et mes compagnons entrons dans le sanctuaire avec ses reliques et les idoles religieuses. Un petit trésor à la fois du monde spirituel et du monde matériel se trouve devant nous. Un lieu aussi riche et sacré sera le plus approprié pour nos sombres actes.;Auf dem Weg durch das Gotteshaus betreten meine Gefährten und ich das innere Heiligtum mit seinen Relikten und religiösen Götzen. Ein kleiner Schatz, sowohl in spiritueller als auch weltlicher Hinsicht, liegt vor uns. Ein solch reicher und heiliger Ort ist bestens für unser dunkles Werk geeignet.;;En nuestro avance por el templo llegamos hasta una pequeña estancia que conduce al sanctasanctórum. Contiene reliquias e imágenes religiosas. Frente a nuestros ojos se encuentra un tesoro material y espiritual. Este lugar rico y sagrado es perfecto para llevar a cabo nuestros rituales oscuros.;;;;;;;;;x
EVTDESC_MNM_7116_RICHER;Having penetrated the defenses of the impressive [desecration_holder.GetHouseOfWorship] I and my companions have entered the inner sanctum and are preparing for the desecration ritual. The walls are covered in rich tapestries and holy relics and idols are strewn across the room. It is undoubtedly a place of both wealth and piety, perfect for our cause!;Ayant pénétré à l'intérieur [desecration_holder.GetHouseOfWorshipDuDela] de taille impressionnante, moi ainsi que mes compagnons entrons dans le sanctuaire et nous nous préparons pour la profanation. Les murs sont recouverts de riches tapisseries, et les reliques et idoles sacrées sont éparpillées à travers la pièce. C'est sans aucun doute un endroit à la fois riche et pieux, parfait pour notre cause !;Nachdem wir die Verteidigungsanlagen des beeindruckenden Gotteshauses durchbrochen haben, haben meine Gefährten und ich das innere Heiligtum betreten und bereiten nun das Ritual zur Schändung vor. Die Wände sind mit teuren Wandteppichen bedeckt und heilige Relikte sowie Götzen sind im Raum verteilt. Dies ist zweifellos ein Ort des Reichtums und der Frömmigkeit. Perfekt für unser Werk!;;Mis compañeros y yo hemos penetrado las defensas del impresionante templo y hemos llegado al sanctasanctórum. Nos disponemos a realizar el ritual de profanación. Las paredes están recubiertas de hermosos tapices y la estancia está llena de reliquias sagradas e imágenes. El lugar rezuma riqueza y piedad. ¡Es perfecto para nuestra causa!;;;;;;;;;x
EVTDESC_MNM_7117_PLOTTING;The night is silent as we exit the [desecration_holder.GetHouseOfWorship], our foul rites making sure that the holiness of the place is tainted for years to come.;Nous sortons [desecration_holder.GetHouseOfWorshipDuDela] dans le silence de la nuit, après nous être assurés que nos actes odieux laisseront ce lieu sacré sali pour les années à venir.;Die Nacht ist still, als wir das Gotteshaus verlassen. Unser dunkles Ritual hat diesen heiligen Ort über Jahre hinweg befleckt.;;Cuando salimos del templo no se oye ni un alma. Nuestros ritos lo han dejado mancillado por mucho tiempo.;;;;;;;;;x
EVTDESC_MNM_7119_INCAPABLE_INFIRM;As the ritual is being finished I can feel my strength returning to me, purging the weakness that has been holding my body in a vice.;Alors que le rituel est en train de prendre fin, je peux sentir ma force revenir, éliminant les faiblesses qui ont miné mon corps.;Als sich das Ritual dem Ende zuneigt, spüre ich, wie die Kraft in mir zurückkehrt und die Schwäche, die meinen Körper gefangen gehalten hat, schwindet.;;En cuanto acaba el ritual siento cómo voy recuperando fuerzas mientras la enfermedad que me atenazaba el cuerpo se desvanece.;;;;;;;;;x
EVTDESC_MNM_7123_INSANE;While [dw_induction_target.GetFirstName] has not been quite the same since [dw_induction_target.GetSheHe] truly awoke, [dw_induction_target.GetHerHis] mind is less broken now than it was before.;Bien que [dw_induction_target.GetFirstName] n'a pas été tout à fait [dw_induction_target.GetLuiElle]-même depuis qu'[dw_induction_target.GetIlElle] s'est vraiment réveillé[dw_induction_target.Get_E], son esprit est moins brisé qu'il ne l'était auparavant.;Obwohl [dw_induction_target.GetFirstName] nicht mehr derselbe Mensch wie früher ist, seit [dw_induction_target.GetSheHe] wahrhaftig erwachte, ist [dw_induction_target.GetHerHis] Verstand jetzt heiler als zuvor.;;Aunque [dw_induction_target.GetFirstName] está algo diferente desde que se despertó de verdad, su mente está menos rota de lo que estaba antes.;;;;;;;;;x
EVTDESC_MNM_7123_WOUNDED;The cost of knowledge is great, and [dw_induction_target.GetFirstName] is not the first to have suffered this much for it. At least they did not succumb, but rose to see it eye to eye.;Le prix de la connaissance est grand, et [dw_induction_target.GetFirstName] n'est pas [dw_induction_target.GetLeLa] premi[dw_induction_target.GetErEre] à avoir souffert beaucoup pour l'obtenir. Au moins, [dw_induction_target.GetIlElle] n'a pas succombé.;Wissen fordert einen hohen Preis, und [dw_induction_target.GetFirstName] ist nicht der erste Mensch, der so viel dafür gelitten hat. Doch wenigstens hat es nicht zum Zusammenbruch unter der Last des Wissens geführt, sondern zum Aufstehen, um das Wissen auf Augenhöhe zu betrachten.;;El conocimiento tiene un gran coste, y [dw_induction_target.GetFirstName] no es la primera persona que lo ha sufrido. Al menos no ha sucumbido, sino que se ha alzado para mirarle a los ojos.;;;;;;;;;x
EVTDESC_MNM_7801;The time has come to end my wedlock with [dark_divorce_target.GetFirstName]: if not before [Root.Religion.GetHighGodName], then before [Root.GetDWDevil]! Secluding myself, I pray and chant within the confines of the symbols I prepared on the floor. Holding a lock of [dark_divorce_target.GetFirstName]'s hair in my hand, only a few more spoken lines are needed to complete the ritual...;Le moment est venu de mettre fin à mon mariage avec [dark_divorce_target.GetFirstName]: si pas devant [Root.Get_le_HighGod], alors devant [Root.GetDWDevil] ! Isolé[Root.Get_E], je prie et chante dans les limites des symboles que j'ai préparés sur le sol. Tenant une mèche de cheveux de [dark_divorce_target.GetFirstName] dans ma main, seules quelques phrases sont encore à prononcer pour accomplir le rituel...;Es ist an der Zeit, meine Ehe mit [dark_divorce_target.GetFirstName] aufzulösen: entweder vor [Root.Religion.GetHighGodName] oder vor [Root.GetDWDevil], falls dies nicht möglich ist! In der Zurückgezogenheit bete und singe ich innerhalb der Symbole, die ich am Boden vorbereitet habe. In meiner Hand halte ich eine Locke aus dem Haar von [dark_divorce_target.GetFirstName] und ich weiß: Nur wenige gesprochene Zeilen sind noch nötig, um das Ritual zu Ende zu führen ...;;Ha llegado el momento de poner fin a mi matrimonio con [dark_divorce_target.GetFirstName]: ¡si no ante [Root.Religion.GetHighGodName], entonces ante [Root.GetDWDevil]! Me aíslo para rezar, y canto dentro de los símbolos que he dibujado sobre el suelo. Sujetando un mechón de pelo de [dark_divorce_target.GetFirstName] en la mano, solo debo pronunciar unas pocas frases más para completar el ritual.;;;;;;;;;x
EVTDESC_MNM_7803;A terrifying scream echoes through the hallways, and when I reach the scene I find a group of my courtiers bending over the lifeless form of my [dark_divorce_target.GetHusbandWife] [dark_divorce_target.GetFirstName]. Signs of bodily harm aren't to be found, but the look of sheer terror engraved on [dark_divorce_target.GetHerHis] face is enough to raise the hairs on the back of my neck...;Un cri terrifiant retentit dans les couloirs, et lorsque j'arrive sur place, je trouve un groupe de mes courtisans penchés sur le corps sans vie de m[dark_divorce_target.GetOnA] [dark_divorce_target.GetHusbandWife] [dark_divorce_target.GetFirstName]. Il n'y a pas de signe de lésions corporelles, mais la terreur gravée sur son visage est suffisante pour me faire dresser les cheveux...;Ein grauenvoller Schrei hallt durch die Gänge und als ich den Ort des Geschehens erreiche, stoße ich auf eine Gruppe meiner Höflinge, die über die leblose Gestalt von [dark_divorce_target.GetFirstName], m[dark_divorce_target.Geteinemeiner] [dark_divorce_target.GetHusbandWife], gebeugt sind. Es gibt keine Anzeichen oberflächlicher Verletzungen, aber bei dem Ausdruck des Entsetzens auf [dark_divorce_target.GetHerHis]em Gesicht stehen mir die Nackenhaare zu Berge ...;;Un grito estremecedor retumba por los pasillos. Cuando llego a su origen encuentro a un grupo de cortesanos arrodillados en torno al cuerpo sin vida de [dark_divorce_target.GetFirstName], mi [dark_divorce_target.GetHusbandWife]. No hay indicios de lesiones corporales, pero su rostro refleja una mueca de terror que me pone los pelos de punta.;;;;;;;;;x
